STRASSE,STRANAM,HSZ
2022,Hochleite,12
2391,Kastenseestr.,19
1667,Grünwalder Str.,151c
1667,Grünwalder Str.,152a
1667,Grünwalder Str.,153
1667,Grünwalder Str.,154a
1667,Grünwalder Str.,156
1667,Grünwalder Str.,157a
1802,Harthauser Str.,62
1802,Harthauser Str.,64
1802,Harthauser Str.,65
1802,Harthauser Str.,69
1667,Grünwalder Str.,202
1667,Grünwalder Str.,205
1001,Eichenauer Str.,40
1667,Grünwalder Str.,208
1821,Hauberrißerstr.,9a
1821,Hauberrißerstr.,10
1821,Hauberrißerstr.,11
1821,Hauberrißerstr.,14
1822,Hauensteinstr.,3
1822,Hauensteinstr.,10
1822,Hauensteinstr.,11
1509,Gindelalmstr.,9
1509,Gindelalmstr.,11
1619,Grauertstr.,2
1619,Grauertstr.,6
1688,Gufidauner Str.,4
1688,Gufidauner Str.,6
1688,Gufidauner Str.,10
1688,Gufidauner Str.,20
1688,Gufidauner Str.,24
1949,Hertlingstr.,3
1949,Hertlingstr.,4
1949,Hertlingstr.,6
1949,Hertlingstr.,9
2372,Karneidstr.,1
2372,Karneidstr.,2
2372,Karneidstr.,4
2372,Karneidstr.,6a
2372,Karneidstr.,6b
2372,Karneidstr.,7
2372,Karneidstr.,10
3095,Menterschwaigstr.,4
1802,Harthauser Str.,71
1802,Harthauser Str.,71a
1802,Harthauser Str.,79
1802,Harthauser Str.,83
1802,Harthauser Str.,90
2141,Humboldtstr.,10
2141,Humboldtstr.,11
2141,Humboldtstr.,12
2371,Karneidpl.,14
1822,Hauensteinstr.,12
1822,Hauensteinstr.,13
1822,Hauensteinstr.,14
1822,Hauensteinstr.,15
2218,Isenschmidstr.,2a
2218,Isenschmidstr.,2b
2218,Isenschmidstr.,4
2218,Isenschmidstr.,5
2218,Isenschmidstr.,8
2218,Isenschmidstr.,9
2218,Isenschmidstr.,14
1688,Gufidauner Str.,26
1688,Gufidauner Str.,30
1688,Gufidauner Str.,34
1688,Gufidauner Str.,40
1882,Heinrich-Kröller-Str.,8
1882,Heinrich-Kröller-Str.,9
1882,Heinrich-Kröller-Str.,10
1882,Heinrich-Kröller-Str.,13
1882,Heinrich-Kröller-Str.,15
1882,Heinrich-Kröller-Str.,17
2372,Karneidstr.,15
2372,Karneidstr.,19
2372,Karneidstr.,22
2371,Karneidpl.,19
1631,Griechenstr.,2
1631,Griechenstr.,3
1631,Griechenstr.,11
1631,Griechenstr.,12
1631,Griechenstr.,14
1631,Griechenstr.,15
1631,Griechenstr.,19
2141,Humboldtstr.,13
2141,Humboldtstr.,14
2141,Humboldtstr.,15
2141,Humboldtstr.,16
2141,Humboldtstr.,20
2468,Klausener Pl.,21
2468,Klausener Pl.,22
2468,Klausener Pl.,23
2468,Klausener Pl.,24
2218,Isenschmidstr.,15
2218,Isenschmidstr.,16
2218,Isenschmidstr.,17
2523,Königswarterstr.,23
2523,Königswarterstr.,24
2523,Königswarterstr.,27
2523,Königswarterstr.,29
2523,Königswarterstr.,35
2523,Königswarterstr.,39
2545,Konradinstr.,2
1902,Hellabrunner Str.,30
4989,Waldschulstr.,45b
1940,Hermine-Bland-Str.,1
1940,Hermine-Bland-Str.,2
2282,Josef-Vötter-Str.,12
2282,Josef-Vötter-Str.,15
2282,Josef-Vötter-Str.,18
2282,Josef-Vötter-Str.,19
2282,Josef-Vötter-Str.,20
2282,Josef-Vötter-Str.,23
1631,Griechenstr.,20
1631,Griechenstr.,23
1631,Griechenstr.,26
1640,Grödner Str.,2
1786,Hans-Mielich-Str.,1a
1786,Hans-Mielich-Str.,3
1786,Hans-Mielich-Str.,5
2502,Knospenstr.,28b
1786,Hans-Mielich-Str.,8
2468,Klausener Pl.,25
2469,Klausener Str.,15
4966,Waidbrucker Str.,16
2478,Kleiststr.,3
2478,Kleiststr.,5
2942,Mailänder Str.,2
2942,Mailänder Str.,4
2942,Mailänder Str.,6
2942,Mailänder Str.,8
2545,Konradinstr.,3
2545,Konradinstr.,4
2545,Konradinstr.,7
1667,Grünwalder Str.,210
1667,Grünwalder Str.,212
1667,Grünwalder Str.,214
1667,Grünwalder Str.,218
1667,Grünwalder Str.,219
1667,Grünwalder Str.,222
1667,Grünwalder Str.,223
2371,Karneidpl.,3
2371,Karneidpl.,10
2371,Karneidpl.,15
2371,Karneidpl.,18
2371,Karneidpl.,18a
1619,Grauertstr.,8
1619,Grauertstr.,11
1619,Grauertstr.,12
1624,Greifensteinstr.,1
1624,Greifensteinstr.,3
1624,Greifensteinstr.,5
1786,Hans-Mielich-Str.,10
1786,Hans-Mielich-Str.,12
1786,Hans-Mielich-Str.,15
1949,Hertlingstr.,16
1954,Herzog-Garibald-Str.,1
1954,Herzog-Garibald-Str.,3
1954,Herzog-Garibald-Str.,4
1954,Herzog-Garibald-Str.,5
1954,Herzog-Garibald-Str.,8
2942,Mailänder Str.,9
2942,Mailänder Str.,10
2942,Mailänder Str.,11
2942,Mailänder Str.,12
2942,Mailänder Str.,14
2942,Mailänder Str.,16
2889,Ludmillastr.,22
3205,Münchner-Kindl-Weg,34
3205,Münchner-Kindl-Weg,38
3205,Münchner-Kindl-Weg,42
1667,Grünwalder Str.,225
1667,Grünwalder Str.,225a
1667,Grünwalder Str.,225b
1822,Hauensteinstr.,16
1822,Hauensteinstr.,17
1822,Hauensteinstr.,18
1827,Haushamer Str.,3
1827,Haushamer Str.,4
1827,Haushamer Str.,6
1827,Haushamer Str.,9
1835,Hebenstreitstr.,1
1624,Greifensteinstr.,7
1624,Greifensteinstr.,10
1630,Griechenpl.,8
1630,Griechenpl.,14
1619,Grauertstr.,7
1688,Gufidauner Str.,44
1751,Halbigstr.,1
1751,Halbigstr.,2
1751,Halbigstr.,4
1751,Halbigstr.,6
1776,Hans-Bartels-Str.,2
1954,Herzog-Garibald-Str.,11
1954,Herzog-Garibald-Str.,12
1949,Hertlingstr.,14
2372,Karneidstr.,22a
2372,Karneidstr.,23
2375,Karolingerallee,2
2375,Karolingerallee,3
2375,Karolingerallee,4
2375,Karolingerallee,5
2375,Karolingerallee,6
2375,Karolingerallee,8
3205,Münchner-Kindl-Weg,48
3243,Naupliastr.,1
3243,Naupliastr.,2
3243,Naupliastr.,3
3243,Naupliastr.,4
3243,Naupliastr.,5
3243,Naupliastr.,7
3243,Naupliastr.,8
3498,Peißenbergstr.,24
3498,Peißenbergstr.,25
3498,Peißenbergstr.,27
2141,Humboldtstr.,30
2141,Humboldtstr.,32
2141,Humboldtstr.,36
2488,Klobensteiner Str.,20
2488,Klobensteiner Str.,20b
2488,Klobensteiner Str.,20c
2488,Klobensteiner Str.,21
2488,Klobensteiner Str.,22
2488,Klobensteiner Str.,23
774,Claude-Lorrain-Str.,9
774,Claude-Lorrain-Str.,23
774,Claude-Lorrain-Str.,24
1104,Eschenstr.,15
1104,Eschenstr.,17
1104,Eschenstr.,23
1104,Eschenstr.,25
1104,Eschenstr.,31
1104,Eschenstr.,33
495,Benediktenwandstr.,23
495,Benediktenwandstr.,26
495,Benediktenwandstr.,29
1354,Fritz-Lange-Str.,5
1354,Fritz-Lange-Str.,7
1363,Fromundstr.,2
1363,Fromundstr.,4
1363,Fromundstr.,22
1363,Fromundstr.,24
1391,Gabriel-Max-Str.,35
1391,Gabriel-Max-Str.,37
1391,Gabriel-Max-Str.,41
1391,Gabriel-Max-Str.,43
1391,Gabriel-Max-Str.,45
1391,Gabriel-Max-Str.,49
1391,Gabriel-Max-Str.,58
61,Akazienstr.,6
61,Akazienstr.,14
61,Akazienstr.,10
61,Akazienstr.,18
2488,Klobensteiner Str.,24
2488,Klobensteiner Str.,25
2488,Klobensteiner Str.,27
2488,Klobensteiner Str.,28
1667,Grünwalder Str.,169a
1667,Grünwalder Str.,170
1667,Grünwalder Str.,171a
1667,Grünwalder Str.,172
1667,Grünwalder Str.,173a
1104,Eschenstr.,41
1104,Eschenstr.,43
1104,Eschenstr.,47
1104,Eschenstr.,51
1104,Eschenstr.,53a
1432,Geiselgasteigstr.,128
1432,Geiselgasteigstr.,130
1432,Geiselgasteigstr.,130a
1432,Geiselgasteigstr.,134
1432,Geiselgasteigstr.,139
1432,Geiselgasteigstr.,140
1363,Fromundstr.,25
1363,Fromundstr.,26
1363,Fromundstr.,27
5324,Zugspitzstr.,8
5324,Zugspitzstr.,14
5324,Zugspitzstr.,18
5324,Zugspitzstr.,19
13,Achleitnerstr.,2
13,Achleitnerstr.,6
62,Akeleistr.,6
71,Albrecht-Dürer-Str.,1
71,Albrecht-Dürer-Str.,4
71,Albrecht-Dürer-Str.,9
71,Albrecht-Dürer-Str.,14
318,Athener Pl.,7
318,Athener Pl.,9
319,Athener Str.,1
319,Athener Str.,4
1667,Grünwalder Str.,174
1667,Grünwalder Str.,175
1667,Grünwalder Str.,176
1667,Grünwalder Str.,176a
1802,Harthauser Str.,121
1802,Harthauser Str.,125
1802,Harthauser Str.,129
1802,Harthauser Str.,131
1802,Harthauser Str.,135
1810,Haselburgstr.,2
1432,Geiselgasteigstr.,141
1475,Gerhardstr.,2
702,Brunhamstr.,40b
1475,Gerhardstr.,3
211,Am Rosengarten,3
211,Am Rosengarten,5
211,Am Rosengarten,7
211,Am Rosengarten,11
211,Am Rosengarten,12
211,Am Rosengarten,14
211,Am Rosengarten,15
13,Achleitnerstr.,8
13,Achleitnerstr.,10
40,Agatharieder Str.,3
243,Anemonenstr.,9
243,Anemonenstr.,10
243,Anemonenstr.,12
243,Anemonenstr.,16
243,Anemonenstr.,18
243,Anemonenstr.,19
243,Anemonenstr.,21
243,Anemonenstr.,22
319,Athener Str.,6
319,Athener Str.,8
319,Athener Str.,11
319,Athener Str.,16
319,Athener Str.,20
319,Athener Str.,22
642,Bozzarisstr.,18
642,Bozzarisstr.,21
642,Bozzarisstr.,22
642,Bozzarisstr.,26
642,Bozzarisstr.,28
1810,Haselburgstr.,2a
1810,Haselburgstr.,5
1810,Haselburgstr.,6
1810,Haselburgstr.,7
1810,Haselburgstr.,8
2141,Humboldtstr.,38
2141,Humboldtstr.,40
2141,Humboldtstr.,42
2174,Immergrünstr.,1
2174,Immergrünstr.,2
2174,Immergrünstr.,4
211,Am Rosengarten,17
211,Am Rosengarten,18
211,Am Rosengarten,20
211,Am Rosengarten,22
774,Claude-Lorrain-Str.,27
774,Claude-Lorrain-Str.,29
774,Claude-Lorrain-Str.,35
774,Claude-Lorrain-Str.,43
774,Claude-Lorrain-Str.,45
824,Defreggerstr.,3
243,Anemonenstr.,25
243,Anemonenstr.,27
243,Anemonenstr.,28
495,Benediktenwandstr.,35
504,Berchtesgadener Str.,3
515,Berg-Isel-Str.,1
515,Berg-Isel-Str.,5
515,Berg-Isel-Str.,9a
515,Berg-Isel-Str.,12
515,Berg-Isel-Str.,13
515,Berg-Isel-Str.,15
642,Bozzarisstr.,33
642,Bozzarisstr.,35a
642,Bozzarisstr.,39
642,Bozzarisstr.,41
642,Bozzarisstr.,43
659,Braunstr.,3
1391,Gabriel-Max-Str.,64
1432,Geiselgasteigstr.,1
1432,Geiselgasteigstr.,2
1432,Geiselgasteigstr.,3
1432,Geiselgasteigstr.,5
1667,Grünwalder Str.,185
1667,Grünwalder Str.,192
1667,Grünwalder Str.,193a
1667,Grünwalder Str.,194
1810,Haselburgstr.,12
1810,Haselburgstr.,14
1810,Haselburgstr.,18
1810,Haselburgstr.,20
1861,Heigelstr.,14
1821,Hauberrißerstr.,2
824,Defreggerstr.,8
893,Dolomitenstr.,8
893,Dolomitenstr.,10
893,Dolomitenstr.,14
1104,Eschenstr.,53b
1141,Faistenbergerstr.,1
1141,Faistenbergerstr.,2
1301,Freibadstr.,1
1301,Freibadstr.,3
1301,Freibadstr.,4
515,Berg-Isel-Str.,18
515,Berg-Isel-Str.,19
1363,Fromundstr.,28
1363,Fromundstr.,29
1363,Fromundstr.,30
1363,Fromundstr.,34
1363,Fromundstr.,35
1363,Fromundstr.,41
1363,Fromundstr.,43
1432,Geiselgasteigstr.,6
1432,Geiselgasteigstr.,8
1432,Geiselgasteigstr.,9
1432,Geiselgasteigstr.,10
1432,Geiselgasteigstr.,12
71,Albrecht-Dürer-Str.,17
71,Albrecht-Dürer-Str.,20
71,Albrecht-Dürer-Str.,24
76,Alemannenstr.,2
76,Alemannenstr.,4
2174,Immergrünstr.,23
2174,Immergrünstr.,25
2174,Immergrünstr.,29
2523,Königswarterstr.,9
2523,Königswarterstr.,11
2523,Königswarterstr.,13
2523,Königswarterstr.,15
2523,Königswarterstr.,15a
2523,Königswarterstr.,16
1301,Freibadstr.,7
1301,Freibadstr.,9
1301,Freibadstr.,11
1432,Geiselgasteigstr.,91
1432,Geiselgasteigstr.,92
1432,Geiselgasteigstr.,92a
1432,Geiselgasteigstr.,93
1432,Geiselgasteigstr.,94
1432,Geiselgasteigstr.,95
1363,Fromundstr.,49
40,Agatharieder Str.,9
40,Agatharieder Str.,11
40,Agatharieder Str.,12
40,Agatharieder Str.,20
42,Aggensteinstr.,7
42,Aggensteinstr.,21
42,Aggensteinstr.,23
43,Agilolfingerpl.,3
76,Alemannenstr.,8
76,Alemannenstr.,12
76,Alemannenstr.,16
76,Alemannenstr.,20
76,Alemannenstr.,22
319,Athener Str.,28
319,Athener Str.,42
319,Athener Str.,46
320,Athosstr.,2
320,Athosstr.,9
320,Athosstr.,9a
2174,Immergrünstr.,7
2174,Immergrünstr.,8
2174,Immergrünstr.,9
2174,Immergrünstr.,10
2174,Immergrünstr.,11
2488,Klobensteiner Str.,36
2488,Klobensteiner Str.,40
2488,Klobensteiner Str.,42
2523,Königswarterstr.,1
2523,Königswarterstr.,2
1432,Geiselgasteigstr.,96
1432,Geiselgasteigstr.,97
1432,Geiselgasteigstr.,99
1432,Geiselgasteigstr.,102
211,Am Rosengarten,23
211,Am Rosengarten,25
211,Am Rosengarten,26
211,Am Rosengarten,30
211,Am Rosengarten,32
211,Am Rosengarten,34
221,Am Staudengarten,2
43,Agilolfingerpl.,5
43,Agilolfingerpl.,9
243,Anemonenstr.,30
243,Anemonenstr.,31
243,Anemonenstr.,33
243,Anemonenstr.,36
243,Anemonenstr.,38
280,Aretinstr.,4
280,Aretinstr.,8
280,Aretinstr.,14
280,Aretinstr.,16
320,Athosstr.,12
320,Athosstr.,13a
320,Athosstr.,18
320,Athosstr.,21
659,Braunstr.,5
659,Braunstr.,7
663,Brehmstr.,3
663,Brehmstr.,4
663,Brehmstr.,6
663,Brehmstr.,9
1821,Hauberrißerstr.,4
1821,Hauberrißerstr.,6
1821,Hauberrißerstr.,8
1821,Hauberrißerstr.,9
2174,Immergrünstr.,12
2174,Immergrünstr.,14
2174,Immergrünstr.,16
2174,Immergrünstr.,18
2174,Immergrünstr.,19
2174,Immergrünstr.,20
2174,Immergrünstr.,22
221,Am Staudengarten,5
221,Am Staudengarten,7
221,Am Staudengarten,11
221,Am Staudengarten,15
893,Dolomitenstr.,18
970,Edlingerpl.,1
970,Edlingerpl.,4
971,Edlingerstr.,3
971,Edlingerstr.,4
280,Aretinstr.,24
280,Aretinstr.,25a
515,Berg-Isel-Str.,21
515,Berg-Isel-Str.,23
556,Bezoldstr.,3
556,Bezoldstr.,4a
556,Bezoldstr.,14
567,Birkenau,3
567,Birkenau,5
567,Birkenau,6
567,Birkenau,14
663,Brehmstr.,11
663,Brehmstr.,12
663,Brehmstr.,14
663,Brehmstr.,15
663,Brehmstr.,18
1432,Geiselgasteigstr.,13
1432,Geiselgasteigstr.,15
1432,Geiselgasteigstr.,16
2523,Königswarterstr.,19
2523,Königswarterstr.,20
2523,Königswarterstr.,21
2523,Königswarterstr.,22
1667,Grünwalder Str.,195a
1667,Grünwalder Str.,197
1667,Grünwalder Str.,198a
1667,Grünwalder Str.,198b
1667,Grünwalder Str.,199
1667,Grünwalder Str.,200
971,Edlingerstr.,9
971,Edlingerstr.,13
971,Edlingerstr.,14
971,Edlingerstr.,16
1301,Freibadstr.,13
1301,Freibadstr.,15
1301,Freibadstr.,16
1301,Freibadstr.,24
1301,Freibadstr.,26
567,Birkenau,15
1363,Fromundstr.,50
1363,Fromundstr.,52
1371,Füllstr.,5
1371,Füllstr.,7
1391,Gabriel-Max-Str.,1
1391,Gabriel-Max-Str.,2b
1391,Gabriel-Max-Str.,3
1391,Gabriel-Max-Str.,4
1391,Gabriel-Max-Str.,9
1432,Geiselgasteigstr.,19
1432,Geiselgasteigstr.,20
1432,Geiselgasteigstr.,21
1432,Geiselgasteigstr.,27
1432,Geiselgasteigstr.,29
92,Alois-Wohlmuth-Str.,3
92,Alois-Wohlmuth-Str.,11
92,Alois-Wohlmuth-Str.,17
92,Alois-Wohlmuth-Str.,21
92,Alois-Wohlmuth-Str.,23
2523,Königswarterstr.,3
2523,Königswarterstr.,5
2523,Königswarterstr.,6
2523,Königswarterstr.,7
1667,Grünwalder Str.,178
1667,Grünwalder Str.,178a
1667,Grünwalder Str.,180
1667,Grünwalder Str.,180a
1667,Grünwalder Str.,181
1667,Grünwalder Str.,183
1322,Friauler Str.,3
1322,Friauler Str.,7
1322,Friauler Str.,9
1335,Friedrich-Ebert-Str.,1
5144,Wikingerstr.,25
5144,Wikingerstr.,27
5195,Winlandstr.,21
5208,Wirtstr.,8
5208,Wirtstr.,10
5208,Wirtstr.,13
43,Agilolfingerpl.,10
44,Agilolfingerstr.,13
44,Agilolfingerstr.,16
44,Agilolfingerstr.,20
44,Agilolfingerstr.,23
44,Agilolfingerstr.,24
44,Agilolfingerstr.,26
44,Agilolfingerstr.,28
280,Aretinstr.,26
92,Alois-Wohlmuth-Str.,27
111,Altersheimerstr.,2
111,Altersheimerstr.,4
111,Altersheimerstr.,8
320,Athosstr.,22
327,Auerbergstr.,3
327,Auerbergstr.,6
342,August-Bebel-Str.,3
355,Autharipl.,1
355,Autharipl.,2
1432,Geiselgasteigstr.,85
1432,Geiselgasteigstr.,86
1432,Geiselgasteigstr.,87
1432,Geiselgasteigstr.,88c
1432,Geiselgasteigstr.,89
136,Am Blumengarten,26
136,Am Blumengarten,27
136,Am Blumengarten,29
136,Am Blumengarten,37
136,Am Blumengarten,43
5208,Wirtstr.,20
5208,Wirtstr.,22
5208,Wirtstr.,30
221,Am Staudengarten,17
221,Am Staudengarten,21
221,Am Staudengarten,23
221,Am Staudengarten,27
221,Am Staudengarten,31
221,Am Staudengarten,33
280,Aretinstr.,28
280,Aretinstr.,29
284,Armanspergstr.,4
284,Armanspergstr.,7
285,Arminiusstr.,1
285,Arminiusstr.,3
285,Arminiusstr.,7
567,Birkenau,17
567,Birkenau,18
3604,Pläntschweg,8a
355,Autharipl.,4
355,Autharipl.,6
355,Autharipl.,7
355,Autharipl.,9
355,Autharipl.,11
663,Brehmstr.,22
663,Brehmstr.,24
673,Brennerpaßstr.,2
673,Brennerpaßstr.,3
673,Brennerpaßstr.,6
673,Brennerpaßstr.,7
173,Am Hollerbusch,18
199,Am Mühlbach,4a
199,Am Mühlbach,4b
199,Am Mühlbach,5
207,Am Perlacher Forst,154
207,Am Perlacher Forst,160
748,Candidstr.,26
748,Candidstr.,28
751,Cannabichstr.,3
221,Am Staudengarten,37
221,Am Staudengarten,39
221,Am Staudengarten,49
239,Andreas-Hofer-Str.,3
356,Autharistr.,38
356,Autharistr.,44
356,Autharistr.,46
356,Autharistr.,47
356,Autharistr.,49
356,Autharistr.,50
356,Autharistr.,54
567,Birkenau,23
567,Birkenau,25
567,Birkenau,27
570,Birkenleiten,6
570,Birkenleiten,9
570,Birkenleiten,15
570,Birkenleiten,31
1391,Gabriel-Max-Str.,13
1391,Gabriel-Max-Str.,14
1391,Gabriel-Max-Str.,16
687,Bruckenfischerstr.,3
687,Bruckenfischerstr.,10
687,Bruckenfischerstr.,14
687,Bruckenfischerstr.,19
1432,Geiselgasteigstr.,30
1432,Geiselgasteigstr.,31
1432,Geiselgasteigstr.,32
1432,Geiselgasteigstr.,33
1432,Geiselgasteigstr.,36
1432,Geiselgasteigstr.,37
751,Cannabichstr.,5
751,Cannabichstr.,6
751,Cannabichstr.,7
751,Cannabichstr.,9
751,Cannabichstr.,10
1033,Elilandstr.,9
1033,Elilandstr.,10
1033,Elilandstr.,12
1033,Elilandstr.,14
356,Autharistr.,56
386,Bad-Wiessee-Str.,10
386,Bad-Wiessee-Str.,16
356,Autharistr.,36
1335,Friedrich-Ebert-Str.,2
1335,Friedrich-Ebert-Str.,4
1335,Friedrich-Ebert-Str.,5
1335,Friedrich-Ebert-Str.,10
1335,Friedrich-Ebert-Str.,12
1335,Friedrich-Ebert-Str.,18
1391,Gabriel-Max-Str.,17
1391,Gabriel-Max-Str.,20
1391,Gabriel-Max-Str.,21
1391,Gabriel-Max-Str.,22
1391,Gabriel-Max-Str.,23
1391,Gabriel-Max-Str.,24a
1391,Gabriel-Max-Str.,24b
